PID,Title,Description,Identifier,Format,Type,Access rights statement,Copyright statement,Relationship,Digital URI,ILMS Identifier,ILMS URI,Creator/Contributor,Date,Location,Accession number
628455,"Interior Views Of Plaza Theatre, Collins Street, Melbourne","The Regent Theatre was designed by Cedric Ballantyne and opened in 1929 as one of MelbourneÃ¯Â¿Â½s grandest cinemas. In the ballroom was the Plaza Theatre, with seating for more than 1000 people. A fire in 1945 resulted in much of the interior being rebuilt, but to the original design. When its owner Hoyts sold it off in 1970, it seemed destined for demolition and was closed for over twenty years. Council intervention restored the building and it re-opened in 1996. Today it is a popular live theatre, music and comedy venue.",is003831,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/628597,2044462,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER2044462,"Commercial Photographic Co., photographer.",1940/1949,"""-37.81538773, 144.9674988"", 191 Collins",H2009.177/24
3077675,"Clarke Buildings, 426-434 Bourke Street, Melbourne, Vic.","Clarke Buildings is a four storey building with arched doorway and dormer window in centre of the second storey, with decorative stonework on roof. The building on left is the Warrnambool Hotel.",pi004883,image/jpg,"StillImage,Albumen prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078403,1793888,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1793888,"Darge, photographer.",1910/1915,"""-37.814783, 144.961366"", 426-434 Bourke",H2004.89/18
336547,"Carlton Hotel, Melbourne, Victoria","Designed by Smith Ogg & Serpell, the firm which designed many Melbourne hotels, the Carlton Hotel was completed in 1937. Comprising five floors of textured bricks, it features a shop verandah on the first floor. The symmetrical design and placement of the windows reflects the influence of Renaissance style architecture.",pi009227,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/337660,1915130,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1915130,"Commercial Photographic Co., photographers.",1940/1949,"""-37.813178, 144.967637"", 193 Bourke",H2009.95/28
1273355,Old Theatre Royal Melbourne...Destroyed By Fire In 1872.,"The Theatre Royal opened in July 1855, costing Ã¯Â¿Â½60,000, and holding up to 3300 people.  The Argus proclaimed that the ceiling would compare splendidly with any theatre in England, with each chandelier hosting five burners.  On opening night, after a rendition of God Save the Queen, School for scandal was the feature.   Erected on the same site as the 1855 Theatre Royal, which burnt just six months earlier, this Theatre Royal  (1872) was designed by Mr George Browne and cost  Ã¯Â¿Â½23,000. It was built of brick on a bluestone foundation and cement, featuring arched windows with balconettes and ornamental iron railings. Opening night commenced with a performance of the British National Anthem and then included the plays, To oblige Bensen and Milky White.",b51983,image/jpg,"StillImage,Gelatin silver prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/1273439,1727898,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1727898,"Sears' Studios, photographer.",1933-10-25,"""-37.812784, 144.96609"", 236 Bourke",H20742
2514229,Melbourne Gaol In Sunlight From The Public Library Grounds,"The bluestone Melbourne Gaol on Russell Street was built in the mid 1800s and housed both male and female criminals. During its operation it housed many hardened criminals, as well as petty offenders, the mentally ill and the homeless. It was the site of over 130 hangings, including bushranger Ned Kelly in 1880. The last hanging occurred in 1924. The doors were finally closed in 1929 but did reopen briefly during the Second World War, when Australian soldiers who were absent without leave (AWOL) were imprisoned. Today it is a tourist attraction and is managed by the National Trust of Australia.",pi000033,image/jpg,"StillImage,Oil paintings",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2514355,1657371,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1657371,"McCubbin, Frederick, 1855-1917, artist.",1884,"""-37.807411, 144.964763"", 124 La Trobe",H29648
2968120,"Athenaeum. 188 Collins St., Melbourne",Title and date inscribed by photographer on verso. -- Photographer's stamp on verso. -- Shows three storey building; theatre on ground level and a lending library in the upper floors in the 1980's; classic detail including a niche in the centre of the top,jc018235,image/jpg,StillImage,Use of this work allowed provided the creator and SLV acknowledged.,This work is in copyright. Copyright has been assigned to the State Library of Victoria,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2968820,1698938,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1698938,"Collins, John T. 1907-2001 , photographer.",1974-01-13/1980-04-04,,H98.252/775
289982,"New Offices Of The Australian Mutual Provident Society, Collins Street West, Melbourne","Wood engraving published in The illustrated Australian news. -- Title printed below image l.c. -- Shows building on the corner of Collins and William Street, Melbourne, known as Batman's Corner. -- Shows Parcels Express delivery wagon and other horse draw",mp004693,image/jpg,"StillImage,Wood engravings",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/290408,1759644,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1759644,"White, Francis Maloney 1819-1888, architect.",1879-01-22,,IAN22/01/79/12
3077665,B.H. Alston Tobacconist - First Brick Building In Melbourne,"On the north east corner of Elizabeth and Collins Street stood the premises of B H Altson, Tobacconist. This was the first brick building constructed in Melbourne.  Haberdasher Michael Cashmore rented it in the 1840s, when it became known as CashmoreÃ¯Â¿Â½s Corner.",pi003855,image/jpg,"StillImage,Gelatin silver prints",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078398,1792711,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1792711,,9999,"""-37.815970, 144.964225"", 300 Collins",H34553
2968119,"Athenaeum. 188 Collins St., Melbourne","The Athenaeum, designed by Smith and Johnson, began life as the Mechanics Institute in 1839. In 1873 a public lending library was introduced and it still operates there today. The building was completed in 1886. It was converted into a cinema in 1924 when it premiered talking pictures in Australia. Today it is used for plays, musicals and every year it hosts the Melbourne International Comedy festival.",jc018234,image/jpg,StillImage,Use of this work allowed provided the creator and SLV acknowledged.,This work is in copyright. Copyright has been assigned to the State Library of Victoria,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2968819,1698938,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1698938,"Collins, John T. 1907-2001 , photographer.",1974-01-13/1980-04-04,"""-37.81483841, 144.9672546"", 188 Collins",H98.252/775
3138607,"Elizabeth And Lonsdale Streets Corner, Showing The Kalizoic In Elizabeth Street Between Lonsdale And Little Bourke Street","The corner of Elizabeth and Lonsdale Streets, looking south east. It shows the Kalizoic in Elizabeth Street between Lonsdale and Little Bourke Street.",mp003287,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3138674,1657947,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1657947,Airspy,1924/1931,"""-37.812325, 144.962216"", Cnr Elizabeth and Lonsdale",H2507
285211,"Oriental Hotel, Collins Street, Melbourne, Vic.","Oriental Hotel - This three storey building was built in 1878 and features arched entries and windows on ground level.  Its quality food and cocktails enhanced the Ã¯Â¿Â½ParisÃ¯Â¿Â½ reputation of this end of Collins Street. The Oriental was bought by business man William Tewksbury in 1910. He expanded the Hotel and lived there until he died in the 1953. Shortly after, the Oriental became the first Melbourne hotel to open a sidewalk cafÃ¯Â¿Â½. It was demolished in 1972.",pi008052,image/jpg,StillImage,No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/285376,1873242,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1873242,"Lindt, J. W. (John William), 1845-1926, photographer.",1879/1894,"""-37.813665, 144.972563"", 33 Collins",H2008.59/14
2992305,"Melbourne - Princes Bridge Hotel, Cnr Flinders & Swanston Sts., Melbourne","Young and Jackson Hotel - This site was originally the home of Melbourne pioneer John Batman.  The current building laid its foundations in 1853 and became the Young and Jackson Hotel in 1875. Owners Henry Young and Thomas Jackson, both from New Zealand, then commissioned architect John Flannagan to make further alterations.  A well-known, popular public house, its reputation grew in 1908 when Young purchased a large female nude oil painting, titled Chloe, by Frenchman Jules Lefebvre. This generated much publicity for the hotel and Chloe is still on display today.",jc019160,image/jpg,StillImage,Use of this work allowed provided the creator and SLV acknowledged.,This work is in copyright. Copyright has been assigned to the State Library of Victoria,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2992311,1697160,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1697160,"Collins, John T. 1907-2001, photographer.",1977-05-29,"""-37.817322, 144.967091"", 1 Swanston",H98.252/598
2972944,Melbourne Hudson's Stores. 655-659 Bourke St.,Hudsons Stores - A single storey building featuring decorative and structural stonework.,jc019267,image/jpg,StillImage,Use of this work allowed provided the creator and SLV acknowledged.,This work is in copyright. Copyright has been assigned to the State Library of Victoria,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2974244,1698663,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1698663,"Collins, John T. 1907-2001 , photographer.",1981-09-05,"""-37.816986, 144.954423"", 655 Bourke",H98.252/941
2983920,"Mayfair Theatre Former Auditorium. 167 Collins St., Melbourne","The Mayfair Theatre opened in 1913 as a privately erected concert hall. It was designed by Nahum Barnet, and was an early example of combining an office block with a theatre/cinema.",jc018230,image/jpg,StillImage,Use of this work allowed provided the creator and SLV acknowledged.,This work is in copyright. Copyright has been assigned to the State Library of Victoria,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/2984005,1698926,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1698926,"Collins, John T. 1907-2001 , photographer.",1976-06-13/1977-05-29,"""-37.81529999, 144.9682312"", 171 Collins",H98.252/771
499340,"Flinders Street Railway Station, Melbourne","Flinders Street Station was designed by JW Fowcett and GPG Ashworthand was  finally completed in 1910.  Electric trains began arriving and departing in 1919. Flinders Street is now MelbourneÃ¢â‚¬â„¢s busiest station and one of the cityÃ¢â‚¬â„¢s most iconic buildings, used by over 100,000 people every day. The clocks across the arch, part of the original design, show the times of departing trains, and continue to be a popular meeting place for Victorians. In 2013 the State Government announced a billion dollar refurbishment, to include a water-front amphitheatre and a market whilst still retaining the iconic dome and arched entrance.",cr004020,image/jpg,"StillImage,Glass negatives",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/499533,1810766,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1810766,,1908/1914,"-37.8176384, 144.9671783, Cnr Flinders street & Swanston street, melbourne, 195 Flinders street, Melbourne",H2008.105/24
3077654,Mr. Hugo Wertheim's New Warehouse.,Wertheim House was designed by A&K Henderson and built in 1930 for piano manufacturer Hugo Wertheim. This five storey building was awarded the Royal Victorian Institute of Architecture medal in 1931. Features include the terra cotta roof with eyelid window and the three musical figures sculptured above the entrance. Note the building displays the number 44 - this is from the old numberng of Melbourne streets. Streets that ran east-west were divided at Elizabeth Street so that street numbers began at 1 on either side heading east to Spring Street and west to Spencer Street.,mp009829,image/jpg,"StillImage,Wood engravings",No copyright restrictions apply.,This work is out of copyright,Hoddles Grid App,http://api.slv.vic.gov.au/access_record/3078392,1777611,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1777611,,1886-06-01,"""-37.811514, 144.96415"", 270 Lonsdale",A/S01/06/86/93
