Title,Description,Identifier,Format,Type,Access rights statement,Copyright Statement,Collection,Digital Uri,ILMS Identifier,ILMS URI,Creator,Date,Location,Physical format
"Melbourne and Metropolitan Board of Works detail plan. 1100, Melbourne and Brunswick [cartographic material].","Streets shown include Brunswick Road West, Park Street.",bw0132,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1724325/oai_set/api_map,1182971,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1182971,Melbourne and Metropolitan Board of Works,1912,"Parkville, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 753, Town of North Melbourne [cartographic material].","Streets shown include Molesworth Street, Harker Street, Errol Street, Haines Street, Abbotsford Street.",bw0431,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1730805/oai_set/api_map,1162165,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1162165,Melbourne and Metropolitan Board of Works,1897,"North Melbourne, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 814, parts of detail plans 767, 770, 814, 815, 824 & 825, City of Essendon [cartographic material].","Streets shown include Newsom Street, Stanford Street, Doncaster Street.",bw0452,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1731002/oai_set/api_map,1183949,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1183949,Melbourne and Metropolitan Board of Works,1911,Ascot Vale Vic,1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 945, City of Prahran [cartographic material]","Streets shown include Chapel St, Yarra Street, Claremont Street, Toorak Road.",bw0558,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1746079/oai_set/api_map,1183580,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1183580,Melbourne and Metropolitan Board of Works,1896,"South Yarra, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 1345, Borough of Kew [cartographic material].","Streets shown include Barry Street, Molesworth Street, A'Beckett Street, Princess Street, Stawell Street, Albert Street, Beatrice Street.",bw0638,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1754179/oai_set/api_map,1165642,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1165642,Melbourne and Metropolitan Board of Works,1903,"Kew, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 22 & 23, Town of Williamstown [cartographic material]","Streets shown include Railway Terrace, Osborne Street, Morris Street, Thompson Street, Twyford Street.",bw0703,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1759381/oai_set/api_map,1171849,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1171849,Melbourne and Metropolitan Board of Works,1910,"Williamstown, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 213, 214, City of Footscray [cartographic material]","Streets shown include Harris Street, Somerville Road , Whitehall Street.",bw0836,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1802319/oai_set/api_map,1162500,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1162500,Melbourne and Metropolitan Board of Works,1895,"Seddon, Victoria & Footscray, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1496, City of Hawthorn [cartographic material].","Streets shown include Barkers Road, Auburn Road, Elphin Grove, Liddiard Street, Lyndhurst Crescent, Wright Street.",bw0984,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1815045/oai_set/api_map,1184940,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1184940,Melbourne and Metropolitan Board of Works,1903,"Hawthorn, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1620, City of Essendon [cartographic material].","Streets shown include Waverley Street, Agnes Street, McPherson Street, Bent's Parade, Holmes road, Johnson Street.",bw1075,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1825297/oai_set/api_map,1184282,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1184282,Melbourne and Metropolitan Board of Works.,1912,"Moonee Ponds, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1631, Municipality of Essendon [cartographic material].","Streets shown include Derry Street, Beaver Street, Tilba Street, Vida Street, Park Crescent.",bw1082,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1825378/oai_set/api_map,1184314,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1184314,Melbourne and Metropolitan Board of Works.,1926,"Essendon, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1506, City of Hawthorn [cartographic material].","Streets shown include Auburn Road, Leslie Street, Hunter Street, Riversdale Road, Marian Street, Violet grove, Manchester Street, Belgrave Street, Urquhart Street.",bw0994,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1825459/oai_set/api_map,1185046,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1185046,Melbourne and Metropolitan Board of Works,1903,"Hawthorn, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1555, City of Hawthorn [cartographic material].","Streets shown include Cambridge Street, Freeman Street, Rathmines Street, Victoria Street, Victoria Grove, Stanley Avenue, Lorne Road,Lingwell Road.",bw1017,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1825503/oai_set/api_map,1185975,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1185975,Melbourne and Metropolitan Board of Works.,1903,"Hawthorn East, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1647, Town of Essendon [cartographic material].","Streets shown include Mount Alexander Road, Mt. Alexander Road, Puckle Street, Station Street, Brennan Street, Williams Street, Taylor Street, Margaret Street.",bw1096,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1826188/oai_set/api_map,1184614,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1184614,Melbourne and Metropolitan Board of Works.,1905,"Moonee Ponds, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1659, City of Essendon [cartographic material].","Streets shown include Shaftsbury Street, Nicholson Street, Raleigh Street, Brewster Street, Napier Street.",bw1108,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1826232/oai_set/api_map,1184768,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1184768,Melbourne and Metropolitan Board of Works.,1910,"Essendon, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1744, Town of Malvern [cartographic material].","Streets shown include Fraser Street, Harvey Street, Emily Street, Stanhope Street, High Street, Glenferrie Road.",bw1163,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1826269/oai_set/api_map,1187631,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1187631,Melbourne and Metropolitan Board of Works.,1902,"Malvern, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 1810, Town of Caulfield [cartographic material].","Streets shown include Two copies., Glen Huntly Road , Horne Street, Rusden Street, Brighton Road.",bw1216,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1831083/oai_set/api_map,1195569,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1195569,Melbourne and Metropolitan Board of Works.,1905,"Elsternwick, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 1919, Town of Brunswick [cartographic material].","Streets shown include Brett Street, Bourke Street, Bennie Street, Burchett Street, Victoria Street East, Blyth Street, Barningham Street, Staley Street, Sydney Road.",bw1324,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1835755/oai_set/api_map,1179070,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1179070,Melbourne and Metropolitan Board of Works.,1906,"Brunswick, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2096, Northcote [cartographic material].","Streets shown include Railway Parade, Latham Street, Myrtle Street, Latham Street, Arthurton Road, Elm Street, Bent Street, Beaver's Road, Beavers Road, St. Georges Road East, St. Georges Road West, Railway Parade East.",bw1525,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1850983/oai_set/api_map,1182286,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1182286,Melbourne and Metropolitan Board of Works,1908,"Northcote, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2056, Town of Caulfield [cartographic material].","Streets shown include Caulfield Racecourse, Bond Street.",bw1494,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1851009/oai_set/api_map,1196610,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1196610,Melbourne and Metropolitan Board of Works,1908,"Caulfield, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2199, Town of Brighton [cartographic material].","Streets shown include Dendy Street, Kinane Street, Beach Road, Beach Esplanade, Port Phillip Bay.",bw1601,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1865572/oai_set/api_map,1198021,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1198021,Melbourne and Metropolitan Board of Works,1907,"Brighton, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2323, Shire of Moorabbin [cartographic material].","Streets shown include Picnic Point, Port Phillip Bay, Baths, Beach Road.",bw1705,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1874563/oai_set/api_map,1198719,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1198719,Melbourne and Metropolitan Board of Works,1909,"Sandringham, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan, 527, 528, 529, South Melbourne [cartographic material].","Streets shown include Dorcas Street, St Kilda Road, Park Street, Wells Street, Hanna Street, Bank Street.",bw1765,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1902444/oai_set/api_map,1167530,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1167530,Melbourne and Metropolitan Board of Works,1895,"South Melbourne, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2103, Town of Brighton [cartographic material].","Streets shown include North Road, Cochrane Street, Orchard Street, New Street.",bw1808,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1925089/oai_set/api_map,1197342,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1197342,Melbourne and Metropolitan Board of Works,1906,"Brighton, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2419, Municipality of Northcote [cartographic material].","Streets shown include Speight Street, Rathmines Street, Darebin Road, Victoria Road.",bw1796,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1925133/oai_set/api_map,1199673,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1199673,Melbourne and Metropolitan Board of Works,1932,"Thornbury, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 2886, Municipality of Oakleigh [cartographic material].","Streets shown include Kangaroo Road, Warrigal Road (Highway), Dallas Avenue, LaTrobe Street, Normanby Street, Barkly Street.",bw2090,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1949164/oai_set/api_map,1212997,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1212997,Melbourne and Metropolitan Board of Works,1919,"Hughesdale, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3010, Municipality of Camberwell [cartographic material].","Streets shown include Ruyton Street, Stornoway Street, Through Road, Callanish Road, Laxdale Road, Oberwyl Road, Tyne Street, Highfield Road.",bw2174,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1949245/oai_set/api_map,1220555,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1220555,Melbourne and Metropolitan Board of Works,1929,"Camberwell, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3274, Municipality of Preston [cartographic material].","Streets shown include Murray Road, Charles Street, Jacka Street, Gilbert Street, Tynan Street, Benambra Street.",bw2320,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1980060/oai_set/api_map,1245179,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1245179,Melbourne and Metropolitan Board of Works.,1925,"Preston, Victoria",1 map ; 79 x 130 cm.  Sewerage
"Melbourne and Metropolitan Board of Works detail plan. 3691, Municipality of Footscray [cartographic material].","Streets shown include Somerville Road, Short Street, Central Avenue, Roberts Street, Geelong Road, Stony Creek, Quarry.",bw2454,JPG,Image,No copyright restrictions apply.,This work is out of copyright,MMBW map series.,http://api.slv.vic.gov.au/access_record/1990636/oai_set/api_map,1254361,http://search.slv.vic.gov.au/MAIN:Everything:SLV_VOYAGER1254361,Melbourne and Metropolitan Board of Works.,1944/1950,"West Footscray, Victoria",1 map ; 79 x 130 cm.  Sewerage
